entity_head	relation	entity_tail
1687	10	8506
870	3	7296
1352	10	8321
2312	10	6347
1790	3	7934
163	10	5570
2446	10	8330
1101	10	8527
2883	7	5510
2516	1	4235
405	10	9069
1598	10	5917
665	3	4532
866	10	5596
352	3	9706
2848	10	4225
2305	10	13147
1289	9	6126
446	10	13479
1438	10	4377
776	3	6143
763	10	10158
79	10	11273
2484	10	5424
2069	10	3169
2946	10	13339
1891	10	8017
1384	4	3774
1334	10	3468
1903	10	9673
2532	10	9322
648	2	10913
1110	3	12548
1301	10	8568
1246	10	3447
1879	10	5644
522	10	12618
103	3	8716
714	10	9573
522	10	3273
1168	1	6887
1334	4	11168
355	10	7477
2450	3	7934
1263	7	4480
994	10	10125
779	10	5489
2319	10	13649
369	10	8568
825	10	6150
1242	10	5495
1300	3	5146
2787	10	13043
2558	10	5255
204	3	3912
315	10	12618
2281	3	11097
2837	10	13783
1954	10	11312
1019	10	10182
2504	3	12376
2144	4	4147
955	10	4771
2633	10	9426
1060	10	5465
616	3	8793
566	10	11605
2613	10	7671
341	10	8046
2912	10	5480
1817	10	12846
1529	10	10943
114	10	7466
2575	3	12135
265	3	6604
107	10	4544
1607	3	12952
2616	3	11984
2011	10	13028
95	10	13373
1952	3	6116
2557	10	10555
2805	10	9069
723	10	8804
2295	10	12657
2311	3	8271
89	3	4641
1958	10	11007
222	10	3279
1627	10	4384
2378	10	9990
1946	4	11118
117	10	10195
82	10	11812
2384	4	13461
2584	10	12993
1294	10	13495
2036	10	5025
765	10	3325
1841	10	3619
161	3	9947
2519	10	8321
2746	10	5657
354	10	9464
144	3	6704
2740	1	6887
1323	10	5511
767	10	13373
553	10	3354
1691	10	10775
2877	3	5532
2131	10	9426
2395	10	13735
422	4	7649
2330	10	5483
1088	3	8125
1329	10	12282
2406	10	7562
2692	1	9452
2216	3	11606
2258	10	4787
2500	10	10815
427	7	12362
2667	10	10017
137	3	7423
2387	3	9230
2959	10	13373
1522	10	12013
2048	10	10213
79	10	5481
1386	10	11757
1387	10	4079
2338	10	11586
2775	10	7601
2269	10	13478
2667	10	5538
1955	10	5784
2858	4	10650
2156	3	6414
2842	10	3134
1048	10	9120
2109	10	5109
394	10	13352
2628	3	7934
654	10	8773
1743	5	6673
1000	7	12348
2298	10	13339
1657	10	11053
2838	9	5687
2712	10	5493
1884	10	13446
1161	10	13245
511	10	10584
71	10	12621
126	10	7122
515	10	11930
124	10	4561
370	10	3968
173	10	10738
1957	10	11007
311	10	12884
1934	10	3636
1072	1	6633
1641	10	12874
2521	10	3502
1048	10	12587
2928	10	4932
1776	10	9690
2348	2	12450
2235	10	9090
422	10	12072
1972	10	4766
1217	10	5322
2376	10	3555
313	10	8701
1560	10	5954
1520	3	7934
2007	10	8568
2190	10	13431
294	10	6053
919	10	13257
1247	10	11010
706	10	10522
1960	3	8614
1413	10	13424
2827	10	5546
2521	10	8672
89	10	7849
935	10	10945
1869	4	11250
2133	10	12129
12	3	13360
757	10	12871
966	4	10373
912	6	3040
2296	3	7934
180	10	4212
536	10	3555
1508	10	11456
1861	10	11502
2148	2	3486
1405	10	8321
1892	10	5776
2302	10	11888
1440	10	9120
1372	10	6348
402	4	10500
1447	10	4475
1057	3	12376
1666	10	9748
2673	10	12936
870	10	8321
2372	10	9013
542	10	7027
2759	10	7730
1342	4	4927
1127	10	12850
254	10	5931
1275	3	12548
1194	3	12422
1262	10	6257
546	10	13030
1774	3	5124
869	10	5167
2759	10	11340
1808	10	7754
2198	3	3887
1177	3	7934
1084	10	13118
2931	10	12596
1573	10	13739
38	10	4059
797	10	13542
568	10	7513
1379	10	12254
729	10	12922
2029	10	6923
2804	10	4851
1353	3	11021
88	10	9644
1723	10	11586
2672	10	3940
1416	4	4722
2214	10	9426
2558	3	5854
1944	10	13329
1558	2	9088
2822	4	9299
1922	10	12610
743	10	13770
1226	3	10044
1513	8	11609
11	10	3953
2887	4	11957
21	10	3306
2711	10	12589
2667	10	3290
1436	10	4576
862	1	9901
285	7	10754
2604	10	4523
2622	10	6576
1663	10	12489
1161	10	5548
130	10	12465
2810	10	7303
2307	6	3153
1610	0	3999
2072	4	3042
797	10	9521
2258	10	6613
1305	10	4553
1406	1	6887
1339	1	9402
2331	3	3887
1191	10	3635
239	3	3576
33	3	3561
2242	10	4771
1379	10	11064
222	10	12894
279	3	6909
16	10	6287
1476	1	11189
1002	10	5161
2282	10	7089
1460	10	9337
912	10	11493
1438	10	5483
1677	3	5562
1625	10	5741
692	10	9426
2613	10	5904
1463	10	6581
230	10	13747
767	10	11212
2274	10	12420
447	3	8674
2840	3	3298
2261	10	9035
2750	10	11043
522	10	3382
919	10	7906
2834	10	5111
825	10	8038
2349	3	10281
411	10	8224
1892	10	3617
2444	10	9419
65	10	5657
2838	3	4409
2165	10	10945
905	10	6150
536	10	8397
1314	3	3561
1553	10	7904
2316	10	5383
1702	2	13590
1772	3	12135
85	10	12587
1784	3	4933
2948	4	13756
2622	10	10773
1590	3	5115
743	10	6581
2477	10	7611
469	10	11586
1221	3	13020
1929	10	4974
2219	4	6459
1128	10	8525
1556	10	4430
1841	3	8049
1444	3	7237
195	10	10338
1900	10	5054
1647	10	5350
1571	10	3529
1433	10	10459
1832	10	7872
1397	10	12749
858	10	12760
957	10	11728
180	10	8568
954	10	6566
1023	10	8774
810	10	13747
2555	10	10314
2710	10	4521
1725	10	8540
2575	10	12871
796	10	12873
2456	10	3907
944	10	5571
2386	10	8054
2050	3	7934
1763	10	9045
2558	10	4581
2564	10	11995
1048	10	4174
1366	10	12732
180	10	7808
580	3	8549
982	10	13199
742	10	5757
362	3	7758
595	10	10195
2889	4	13604
1135	7	12835
2575	3	12717
968	4	6135
2176	10	12773
689	3	8474
2045	10	8321
2906	3	4740
100	3	4641
599	10	4918
2468	10	3821
2483	10	3947
2595	3	8049
961	4	7383
33	10	3967
611	10	10555
1016	10	3940
981	4	9066
2406	10	12922
2856	10	13064
1307	10	7164
2418	10	9426
214	10	8002
978	10	5729
2136	10	5424
2282	10	12252
2201	10	10753
582	3	7393
2243	10	13243
734	10	12515
1000	10	4493
1382	10	10164
626	10	7601
1234	4	9516
2330	10	4549
0	10	9943
1034	10	3337
1934	3	10398
1226	10	13314
2196	10	4989
201	10	11244
2456	3	10863
2692	10	9434
2572	10	9749
1808	10	3792
2628	10	3844
727	10	5717
1898	10	4424
310	10	3128
2335	10	9395
2034	10	9113
1623	10	7490
154	10	13219
130	3	12927
2457	10	9426
1773	10	10988
1074	10	5495
1507	10	8594
2740	10	10149
1560	10	3106
1015	10	4713
2215	10	13631
1181	10	8321
451	10	8829
2420	3	4532
1233	10	9984
213	10	12215
2383	4	6407
1791	10	11242
138	10	5483
1978	1	6887
1795	3	6105
2977	3	11631
368	10	13199
169	10	4059
165	3	7934
109	8	3587
2317	10	10713
2215	10	4059
1751	3	8674
103	10	4127
11	10	10755
2651	10	3840
2083	10	9953
335	10	8701
1575	10	5545
1092	3	4943
1931	10	10275
1898	10	6330
715	10	5363
129	4	12938
742	10	7647
2600	10	6096
2395	10	7576
563	10	7082
2033	3	12904
1004	10	8916
1394	10	11105
2759	10	13769
2616	10	13339
960	10	11705
515	3	6733
2937	3	8837
1233	10	10831
2319	10	6837
670	10	12679
772	7	4673
2720	10	9484
1471	1	4221
1435	10	8701
683	10	10266
1719	3	7341
1436	3	12376
214	3	7554
1124	10	5917
2347	3	12135
406	10	13370
2665	10	7854
713	10	6405
323	10	5736
725	3	3887
2665	10	3664
1468	6	3971
546	10	7231
557	3	4409
2345	10	9999
979	10	12465
860	10	4806
836	3	13187
2863	10	8118
1285	10	5201
2525	3	11087
109	10	12761
2541	10	3528
2286	10	5010
195	10	6345
2910	10	9386
2933	10	9426
2252	10	13160
37	3	10121
1874	4	4562
1560	10	6731
2101	10	9142
1101	10	12031
468	10	6301
2398	3	11638
2257	10	12384
439	3	12376
522	10	8491
746	10	6340
1074	10	12101
61	10	5790
2181	10	3916
1027	3	4532
2484	10	8348
1437	10	8908
1194	3	13129
2499	10	9030
590	4	5961
689	3	5078
2715	10	4725
1442	10	3746
1020	2	13641
586	10	3635
2624	10	12622
1322	10	11943
2112	3	9238
1627	10	8118
1347	10	6112
2732	10	3804
1178	10	8663
656	10	10266
1747	10	4451
1689	3	12376
1043	10	11292
2712	10	12601
2342	10	9831
1204	3	12376
1277	10	3929
257	3	5126
515	10	12922
571	10	9446
2894	7	4027
0	10	9069
1687	4	4526
1101	10	10185
2069	10	7494
1682	10	3139
1359	10	9024
1791	10	3938
715	10	4598
625	4	4167
742	10	12069
1306	3	8762
2087	10	10843
1171	7	6755
2787	10	5917
1824	10	11275
872	10	7133
2662	10	11754
2715	10	3847
1497	10	11653
1962	10	12357
2079	4	7743
1357	3	12376
487	10	12147
2883	10	8787
2659	10	11292
543	10	12072
2607	10	5770
1707	10	9357
96	10	9426
1090	10	8664
342	10	13490
2918	3	3561
1670	10	8597
1151	3	4900
2405	10	6923
1453	10	5905
1287	10	5595
2891	10	7643
480	10	4806
2762	10	5929
2879	10	7671
1864	10	12561
1441	3	12376
624	2	4533
1230	10	11907
1152	10	11061
1479	10	11171
376	10	12743
1554	3	10004
281	3	3625
2575	3	7934
4	10	4598
2642	6	9639
205	4	10839
2671	10	3831
1994	3	7435
509	3	4447
2353	10	8832
2271	10	13580
553	10	4676
832	10	9047
1898	10	12587
993	10	5445
1498	10	4353
389	10	9426
857	3	6733
2196	10	6911
505	10	13319
435	10	4056
49	10	4180
2336	3	12376
2662	3	3097
1023	3	11610
2412	10	11836
2235	10	6847
1620	10	4598
2119	3	7934
823	10	8235
167	3	6052
2324	3	6011
1484	10	8385
1099	3	11799
2045	10	7730
1403	3	9490
960	10	3555
2916	10	5683
1504	10	5954
307	10	5779
635	10	7506
2840	10	4231
2481	3	10597
1899	10	9881
1397	10	11154
2845	10	6953
2718	8	7946
515	10	7542
1208	10	12464
1954	10	9991
2070	3	7934
1505	3	11660
1610	3	9048
1520	10	2993
1108	10	5710
872	10	3894
170	2	4226
920	4	8754
1372	10	9891
1000	3	10507
1199	10	9958
1978	10	13145
2161	10	10899
2787	10	7464
420	10	8017
1653	3	12376
1993	10	9309
55	10	5642
2820	10	6409
776	10	4578
498	10	4474
912	10	5354
2526	10	8701
1222	10	12846
1418	10	11026
1247	3	7076
2484	4	13576
590	10	11496
1732	10	8787
25	3	6501
762	10	10238
2127	10	6024
907	10	7820
2381	3	7978
2619	10	9732
669	10	5427
1859	10	4932
2903	10	7446
2891	10	7195
289	10	13473
54	3	12376
1697	10	12252
80	10	12961
999	10	12480
1375	4	11917
1273	10	13692
2741	3	4740
752	10	5905
1908	10	11662
2563	1	6633
582	10	12679
431	10	5918
2431	10	11968
834	3	12376
1944	10	4958
1669	10	3416
1445	3	12135
2535	10	12068
1498	10	6799
1792	4	9676
2612	3	10986
1689	10	5988
1514	10	5138
654	10	13251
2446	10	5947
2139	10	10868
214	10	4721
2719	10	4525
1179	4	6335
2019	10	6810
787	3	4887
2622	3	10499
1647	10	8644
1312	10	4487
1128	1	3541
2386	10	4387
918	1	6887
1262	3	4955
1444	10	12447
1871	4	9905
2171	10	9369
1084	10	9426
1172	3	7672
2136	10	4503
2852	3	13340
125	10	11679
2468	3	7290
2824	4	11961
1560	10	4433
933	3	11984
1369	10	7406
635	10	9179
1653	10	6308
1221	10	12041
2890	10	12125
2244	4	10077
2532	10	7269
1484	10	10413
250	10	4773
821	3	8091
1439	10	4432
268	10	12823
350	3	4873
1547	10	5903
191	10	9187
2291	10	3134
538	10	5393
2521	10	9521
422	10	10641
948	3	6798
1143	4	4371
53	10	11383
641	10	3916
2568	1	6717
1598	10	10973
835	10	12742
1398	10	7926
1278	3	3864
684	10	13648
827	10	3656
2712	10	6064
2238	10	3077
1617	10	4258
2259	10	12415
1029	3	7934
1435	10	3972
2622	10	5629
781	10	12101
2004	10	7259
2049	10	9121
2866	10	10210
1908	10	11923
1017	3	12376
126	10	3667
2228	10	9075
2421	10	13569
19	10	13735
2327	3	7393
2584	10	6995
1571	10	13699
457	3	3561
1476	10	10738
2581	10	4476
722	10	12175
774	3	5268
57	4	6164
1949	3	8793
1470	3	12376
1620	10	6222
1119	10	12204
154	10	9980
2346	10	13175
2021	8	11254
287	10	4713
1972	3	6200
585	3	4740
1767	10	6985
2756	10	5198
1932	10	13747
902	10	4789
2775	3	12510
1894	10	10725
2800	10	4735
2187	10	9881
128	3	12376
2171	10	5557
1445	10	9555
34	3	3906
2578	10	5255
1215	10	8930
920	1	3962
999	10	3070
2404	1	13233
483	10	12960
85	10	6442
1502	10	7800
1986	3	8708
2684	10	9317
763	10	13028
2468	10	3623
1359	10	4228
1405	10	8773
1835	10	8722
1858	10	12700
110	3	3085
2648	3	6456
157	10	3710
1817	3	4795
2138	10	9190
1563	10	12070
2781	10	12622
1563	3	7861
2483	3	5126
631	10	8017
2959	3	6661
1775	10	4723
1161	10	5496
2648	10	13373
631	3	11822
2128	10	8568
2528	10	4958
580	0	6373
661	10	6743
1935	10	9744
2447	3	10618
1557	3	3102
2787	1	9326
2565	3	7921
2634	10	6581
963	10	9559
934	10	12069
2820	10	9766
1707	10	13339
2387	3	11407
2638	3	12467
1844	10	11090
1920	8	9476
2734	10	3741
1129	10	4939
2770	10	4932
564	10	9426
2319	1	4515
773	10	5406
1610	10	10397
1566	10	9943
1861	3	4740
2150	3	6106
1905	10	11151
2785	10	10347
485	10	6821
2836	10	5406
1738	10	9027
409	3	8977
461	10	6697
1802	3	4022
1201	1	13164
364	10	5670
2261	10	13268
460	3	9767
897	4	13791
2387	3	6784
1405	10	9783
1352	10	8443
2014	10	12878
2483	10	13738
2406	10	6991
1817	10	4989
914	10	13495
77	10	6847
1229	3	7934
1264	3	3969
2578	10	10875
886	10	7375
1815	10	8774
448	10	7562
2968	10	8130
1141	10	8909
1399	10	9426
2435	10	3927
2769	10	7815
987	7	13263
2748	1	7037
1387	10	12101
383	3	9873
917	10	4760
2420	10	11963
281	10	8871
480	10	12760
2034	10	4432
1488	10	4059
2477	10	4380
1377	10	3173
118	10	12922
1109	10	9958
2335	10	11221
979	3	5284
2810	10	7042
854	10	13069
313	3	4938
773	10	13431
1857	10	9090
1946	2	5984
248	4	12639
62	10	10895
306	4	10845
2094	10	5981
1712	10	13000
1480	10	13651
1512	7	13084
433	3	9873
1655	4	8358
2484	10	11282
409	10	3215
816	3	9705
1486	10	4059
1316	10	12385
903	10	12410
1411	10	10162
2705	10	8472
2295	4	11504
2405	10	13298
614	3	8303
1274	10	5698
487	10	12799
801	4	10099
2733	10	9872
611	10	6564
1793	10	11369
391	10	8320
2391	0	13208
2831	10	11754
2187	10	3802
2521	10	9426
2001	10	4553
2913	10	4099
2196	10	4581
1171	10	5480
1911	4	11884
2609	3	13308
1972	3	9021
2433	10	6705
1704	10	7973
86	10	4059
492	10	4227
1459	10	11212
2568	3	10392
931	10	6878
32	3	12376
580	10	12966
1437	0	8453
1175	10	4518
1015	10	13533
2570	10	11782
1199	10	5445
570	10	10076
1840	10	12480
427	10	7512
1418	10	9426
1057	4	11847
1897	4	13488
919	10	10744
86	10	10317
2643	3	5256
282	8	12455
1817	10	7589
973	3	8070
2281	3	8549
1817	10	4598
2212	10	10899
2977	3	10194
339	10	5496
403	4	12244
1426	10	7082
2386	10	6090
948	10	9816
1630	2	11695
2395	10	6277
167	10	5975
1355	3	5085
92	10	10347
1573	10	12252
488	8	12365
1838	10	4518
634	10	4628
2118	3	7084
2722	3	3061
2112	10	3237
2302	10	12726
2151	10	4974
2418	10	4637
2372	3	10442
1992	10	6754
1289	10	9644
1736	3	9767
1246	10	9943
1453	10	5917
2490	10	9338
2215	10	6014
2178	3	3533
2677	3	12376
2356	10	5457
763	10	5371
2017	10	3916
2671	10	8302
2727	10	8658
1411	10	8002
1482	3	7298
265	10	4625
2405	10	8148
809	10	4338
324	3	8882
2520	10	9232
141	10	4847
693	3	12490
581	10	11897
1701	10	13339
1258	10	5574
1387	10	4411
1359	10	8360
2167	10	6405
1930	10	10391
1554	10	9076
1746	3	5816
2080	3	13379
1756	10	12101
630	10	12118
1724	3	8608
1603	10	8511
1448	10	6552
226	3	12762
1111	1	9171
1813	10	9733
2252	10	10943
1586	10	12768
1379	10	9896
219	10	6118
1793	7	10754
2238	10	11223
2167	3	4439
1393	3	5066
2165	3	5615
1366	10	13630
1274	10	6842
1788	10	4849
1355	10	8916
2042	10	9631
1137	10	4451
328	10	7636
2670	10	13366
2486	10	11261
68	10	9069
2455	2	12505
313	10	8916
694	10	3450
2383	3	5462
1666	10	11983
180	10	5718
1135	3	6733
1048	10	4628
2138	10	5571
1403	3	6990
142	3	3692
639	10	12275
2593	10	3520
1838	10	10440
2393	3	6444
1596	10	11777
1924	10	8480
2336	10	6652
1438	10	11437
2617	10	10737
2155	3	6056
2604	10	11888
1934	10	6814
1364	10	9515
65	10	3232
1245	4	13656
1157	10	3222
1419	10	12900
1701	10	8374
1560	10	9697
1943	10	4518
2789	10	3641
1394	10	11372
2732	10	12983
509	3	12905
2557	10	6911
2727	6	3005
1440	10	10328
878	10	10154
1440	10	9564
2382	10	11005
781	10	4628
2907	10	4353
1273	10	12799
2901	3	4740
522	10	9077
2639	3	10747
1397	10	4079
1116	10	13030
1461	10	11947
167	10	8320
2723	10	12101
2955	10	8284
2445	10	9423
2161	10	10795
1161	10	4058
1666	10	12738
752	10	3664
2404	10	13199
177	10	10728
2458	0	6993
2091	10	6305
1960	10	9190
714	10	3635
2845	3	7421
739	1	11970
2785	10	7843
983	10	11977
1205	10	7114
2778	10	4598
1266	10	4469
1636	10	4851
1407	10	11399
2278	10	8060
1841	10	10614
2004	3	11655
2634	10	8734
1509	10	13199
1714	10	3798
2860	3	12376
2922	3	6798
348	10	7173
2624	10	7614
2309	10	10459
2706	10	7601
2343	10	7601
63	3	10172
1387	10	13043
1907	10	6847
1426	10	4096
2810	10	5235
2619	10	10195
1355	10	12750
2628	3	9147
1644	3	11984
1664	10	6178
1068	10	13758
2746	10	9426
1931	10	5500
1141	10	4156
564	3	13733
715	10	8930
758	10	8457
516	10	6330
203	10	5044
2007	10	3332
48	10	7730
532	10	4059
282	10	11148
1307	3	11228
960	10	12695
508	3	12809
55	10	12148
1666	10	10919
180	10	3168
212	3	9867
2110	10	13720
983	10	4227
1104	4	10971
2711	10	12148
452	10	12101
2675	10	3242
1796	10	8231
2628	3	6400
792	10	13334
1525	10	8765
897	10	12233
780	10	7802
1637	10	8132
466	10	10238
2501	10	7419
1803	3	7260
1482	10	4059
857	10	4477
1147	10	13778
1470	3	12842
125	3	7934
894	10	4274
1858	3	3143
776	3	6009
2820	10	10762
2342	10	4779
1257	10	8085
2736	10	12610
1598	10	6731
2508	10	9426
1862	3	7685
804	10	11784
1665	2	5344
2749	7	7255
824	10	6327
1497	10	12408
2113	3	6476
2187	10	9520
1304	10	11456
2907	10	13747
1842	10	3253
2450	10	8542
1199	4	13113
1628	10	7631
538	10	7134
1452	10	11875
1268	10	12062
1502	10	6653
1329	10	10091
752	10	4170
1697	10	5704
2590	1	11970
1905	3	10747
2655	10	10607
1999	3	9022
1406	10	9677
1619	3	3551
2542	10	4688
2101	10	8501
987	10	8032
897	10	10713
538	10	3831
244	8	4899
2399	10	12922
2843	3	7261
112	10	13479
351	6	5815
2778	3	13234
763	1	9402
814	3	7685
2472	1	8104
1841	10	4649
1316	3	7934
404	10	9426
2171	10	3116
2201	10	8368
1560	10	5047
1536	1	11791
1899	3	4282
1857	1	11624
1492	10	9305
1342	1	5289
382	3	8957
919	10	5496
832	10	6343
1835	10	7134
690	10	3731
2314	10	5917
1236	10	13227
1446	10	4173
1246	10	7082
2371	10	10641
2720	10	5496
2297	1	4515
802	10	9262
2381	10	7134
824	10	6749
358	3	5192
1191	10	5198
2732	10	8942
2155	10	11784
45	10	3138
978	10	10204
1500	10	7647
1252	3	4394
645	10	6277
968	3	8529
2665	10	5201
2523	10	4476
2634	3	11610
2279	10	9459
1659	10	10895
2151	10	11150
2403	3	8331
1320	4	5659
2400	10	4782
1508	10	5870
1257	10	5283
1039	3	7934
1815	10	3522
1347	10	6981
2136	10	12718
1554	3	4641
2323	10	11140
2834	10	12235
2477	3	10860
867	4	8128
2829	10	8009
1319	10	13487
298	2	9571
911	10	9801
1300	3	3887
1077	10	12477
1957	3	5085
1162	3	3727
230	4	8607
2133	4	8519
1290	10	7626
2003	10	12454
1241	4	13137
107	3	4740
1549	10	8773
2070	10	10727
427	10	9426
566	10	11780
2024	10	9426
747	10	6589
2284	10	7209
1959	10	5624
2926	10	6931
1666	10	6731
2250	3	6733
1929	10	12465
1702	10	10060
2312	10	5499
342	10	5496
2147	10	7678
971	10	5047
368	10	9896
1482	10	4108
281	10	11310
582	10	12941
2787	10	4948
1994	10	4951
2158	10	7114
1679	3	7720
2250	10	3416
2417	1	11970
1749	10	3724
355	3	13170
2622	10	3940
2215	10	13692
512	4	6083
403	3	4069
914	10	11307
2531	3	5789
1411	3	8856
2715	10	3972
948	10	6962
1545	10	5496
1547	10	4554
1541	3	8331
78	10	8447
65	10	8971
189	10	10434
1812	3	8837
1883	10	7437
456	10	13543
681	10	4059
632	3	7934
1449	10	12066
2708	4	7401
2399	10	6425
2628	10	13044
2271	10	6326
2783	10	3628
1716	3	7658
1769	3	5124
663	10	13257
39	3	11641
1653	10	12581
110	10	6442
2946	10	10900
1052	10	7643
86	10	7802
1057	10	3210
2982	3	13481
1637	10	12799
1620	10	9943
925	10	12589
1304	10	9666
501	10	4488
1347	8	5087
1482	7	10280
368	3	3185
1877	10	11586
204	4	13583
396	7	10180
1767	10	11422
2409	4	11713
2553	10	5929
2187	10	12359
1388	4	13355
933	10	12465
1887	10	11060
1870	10	10453
681	10	11983
690	10	9419
890	10	9107
2937	1	4538
2326	10	5209
790	4	4083
1178	4	10006
905	10	12575
1730	10	10895
163	3	9705
1183	10	4170
1704	10	8913
2980	3	3561
100	1	8703
2845	10	4518
2445	3	9767
119	10	6115
2579	10	8414
693	1	11791
1633	3	3912
1057	10	10745
1804	10	4819
1545	10	7730
1636	10	7690
1764	10	4618
2628	10	12679
2924	10	7679
1516	10	9727
2227	10	5557
1166	10	12741
213	10	12070
1161	3	7934
2485	4	13492
2102	10	12043
825	10	9047
883	10	9984
689	10	12465
2941	3	3066
392	10	4732
2488	10	5585
87	10	9987
1158	3	10406
723	10	11242
268	10	2985
1554	10	12550
328	3	7934
1257	10	10169
825	10	4071
2588	3	8989
1332	10	5540
1442	3	12840
1686	10	10713
2742	10	5134
85	10	11930
2395	10	10738
1042	3	4459
1674	10	12837
1424	10	8773
2399	10	10726
1471	10	6525
1055	3	3469
1464	10	13495
2712	10	11393
1439	10	7306
693	10	4471
79	3	9392
1761	3	8322
259	3	7934
2229	10	11140
81	10	10895
2975	10	6911
1208	10	3574
2147	10	11843
2928	10	8756
2820	10	12817
1194	4	4595
2138	10	7565
2203	4	4418
456	10	13390
531	10	9090
2313	3	5462
1205	10	4800
2356	10	11895
2855	10	5570
2552	10	6269
1547	10	5198
1404	10	7352
2927	10	6731
2432	10	3427
915	10	8996
814	10	6354
2829	2	7855
60	3	13203
560	10	13747
663	10	12168
2304	10	8002
635	10	8237
2853	10	8156
2942	10	4625
1262	10	13243
1414	10	6277
2718	10	9409
2239	10	8678
2907	10	7822
2395	10	3015
1654	10	11002
1313	10	4711
1448	10	11836
2969	10	9395
2687	3	12376
1436	10	11328
2240	10	10607
24	1	9208
2187	10	11900
2410	10	7434
2263	4	7068
2159	10	9953
342	3	12842
838	10	3813
323	3	6640
2659	3	13517
1785	10	6276
213	3	12135
1027	10	4209
462	10	12915
2959	2	13600
1358	10	9953
2327	10	10060
2187	10	5141
2176	10	12679
615	10	10585
1064	10	5776
2022	10	7676
231	3	7685
30	10	4227
1440	10	5776
1517	10	4628
1041	10	3475
787	10	7601
368	10	4514
2676	3	4891
2173	10	2984
555	3	7615
1304	10	5308
2239	10	9038
1201	3	12376
91	3	4287
2918	3	4740
1469	10	9426
2160	9	5687
1624	10	8064
814	10	13677
2918	3	9554
2149	10	9038
48	6	10065
2666	10	5779
460	10	6581
1257	10	6810
2685	3	10747
2558	3	10668
2978	3	12376
2633	10	8742
751	3	7934
2186	10	8468
195	10	4301
2859	10	5483
1817	10	5903
6	3	10542
22	10	8406
476	10	6074
2229	3	7934
647	3	3535
643	3	12905
397	10	9357
2662	10	9262
2293	3	12298
1134	10	12760
1186	10	4766
26	10	8898
377	10	11511
1437	10	8897
1817	10	5917
2567	3	8350
1528	10	4365
1328	3	6472
267	10	13430
2521	10	7688
1490	10	12149
1906	10	7880
2948	3	13179
871	10	10154
903	10	5715
2756	6	8679
1436	10	9426
1500	10	13292
1676	3	4252
2394	4	12220
713	3	10429
357	10	12872
825	3	13057
1155	3	8331
358	10	6806
2940	4	10779
1323	10	6392
1053	10	3106
586	10	12742
2026	10	6779
1704	10	8568
284	10	4685
1637	1	3479
126	1	3962
1483	10	12357
378	3	11097
1125	10	9747
953	10	10385
1169	10	6118
1558	10	11502
2470	3	4532
1362	10	12377
2419	3	5706
250	3	7270
2269	3	7435
1372	3	9185
1304	10	9793
2223	3	6765
752	10	6572
1739	10	5354
332	10	12753
734	6	10893
1864	3	7023
2863	10	7269
94	1	11791
2519	10	3442
2235	10	6491
87	10	12803
1959	10	10068
2836	10	4059
781	10	13339
2145	10	10347
2498	3	6733
921	3	4459
2509	3	11287
53	10	9426
1262	10	5208
14	3	9554
501	2	4533
402	4	8990
822	0	10475
1194	10	9644
1567	3	9530
2174	10	3738
1476	3	4409
2749	7	12091
1635	10	7684
2271	10	11208
2682	10	10555
1645	10	9314
2030	10	3635
2406	10	13339
2787	10	11714
465	10	4525
1301	10	5531
1924	3	13484
130	3	10121
359	10	3277
2521	10	4581
2982	10	11307
1262	10	5496
1890	10	3597
1194	4	11280
328	10	7894
2466	3	4431
1332	10	13302
922	3	11984
2796	10	10648
938	10	12793
272	10	6866
1156	10	5585
1986	10	9046
1701	3	8331
2766	10	6327
2949	10	10895
1723	10	13188
752	10	3450
310	10	12844
2135	10	6693
2622	10	5048
2642	10	11154
970	10	3277
313	10	13487
2271	6	6109
2519	10	4344
2844	10	6840
2060	10	9071
1061	4	6471
811	10	8427
1738	10	6581
574	10	3188
1794	10	7086
1387	10	12993
1620	10	3505
515	10	12679
